,name_google,name_foursquare,ratio_name,address_google,address_foursquare,ratio_address
11445,Pescatore,Esca,90,"955 2nd Avenue, New York","New York, New York",95
11446,Socarrat Paella Bar - Midtown East,N & J Bar Restaurant,86,"953 2nd Avenue, New York","New York, New York",95
11447,Blockheads Burritos,Ocha,68,"954 2nd Avenue, New York","New York, New York",95
11448,Amma,Amma,100,"246 East 51st Street, New York",New York,90
11449,Restaurant Español,Restaurant,90,"953 2nd Avenue, New York","New York, New York",95
11450,MORNING STAR CAFE,Star,90,"949 2nd Avenue, New York","New York, New York",95
11451,Le Bateau Ivre,Le Fatima Bar & Grill Restaurant,86,"230 East 51st Street, New York",New York,90
11452,La Pecora Bianca Midtown,La Roja de Todos Restaurant & Bakery,86,"950 2nd Avenue, New York","New York, New York",95
11453,212 Steakhouse,Boca Juniors Argentine Steakhouse,86,"316 East 53rd Street, New York",New York,90
11454,Panini Grill,Golden Krust Caribbean Bakery and Grill,86,"937 1st Avenue, New York","New York, New York",95
11455,La Villetta,La Strada Pizzeria & Restaurant,86,"398 East 52nd Street, New York",New York,90
11456,Jubilee,Jubilee,100,"948 1st Avenue, New York","New York, New York",95
11457,Parnell's,Parnell's Pub,95,"350 East 53rd Street #1, New York",New York,90
11458,Kealoha Sushi & Poke Bowl,Umi Sushi,86,"330 East 53rd Street, New York",New York,90
11459,Mee Noodle Shop & Grill,Golden Krust Caribbean Bakery and Grill,86,"930 2nd Avenue, New York","New York, New York",95
11460,The Press Box,The Golden Glass Restaurant,86,"932 2nd Avenue, New York","New York, New York",95
11461,Sipsak,Ako,72,"928 2nd Avenue, New York","New York, New York",95
11462,Madison,Madison Restaurant,90,"965 1st Avenue, New York","New York, New York",95
11463,Tal Bagels,Kosher Pizza & Bagels,86,"977 1st Avenue, New York","New York, New York",95
11464,Yama 49,Yama Japanese Restaurant,86,"308 East 49th Street #1, New York",New York,90
11465,Poulette Rotisserie Chicken,Chicken Festival,86,"304 East 49th Street, New York",New York,90
11466,Peak Thai,Peak Thai Restaurant,90,"301 East 49th Street, New York",New York,90
11467,Empire Steak House,Hunan House Chinese Restaurant,86,"151 East 50th Street, New York",New York,90
11468,Spice Symphony,Spice,90,"150 East 50th Street Between lexington &, 3rd Avenue, New York",New York,90
11469,Bistango,Bistango,100,"145 East 50th Street BETWEEN LEXINGTON AND, 3rd Avenue, New York",New York,90
11470,The Chick Shop,The Golden Glass Restaurant,86,"805 3rd ave Crystal Pavillion, New York",New York,90
11471,Pampano Taqueria,Mi Barrio Taqueria Restaurant,86,"805 3rd Avenue, New York","New York, New York",95
11472,Yogi Korean BBQ Taco Cart,146-13 Northern Blvd Korean Restaurant,86,"155 East 49th Street, New York",New York,90
11473,Dill & Parsley,Parm,68,"829 3rd Avenue, New York","New York, New York",95
11474,Dishes,Dishes,100,"827 3rd Avenue, New York","New York, New York",95
11475,Silo Cafe,Stars Cafe & Restaurant,86,"805 3rd Avenue # Ll2, New York",New York,90
11476,New York Luncheonette,New Fulin Kwok Seafood Restaurant,86,"135 East 50th Street #1, New York",New York,90
11477,Ess-a-Bagel,a taberna Portuguese restaurant,86,"831 3rd Avenue, New York","New York, New York",95
11478,Gyu-Kaku Japanese BBQ,Yan Jing Chinese and Japanese Restaurant,86,"805 3rd Avenue #2, New York",New York,90
11479,Hokey Poké,Ok Bakery,64,"805 3rd ave Crystal Pavillion Food Atrium, inside the 805 office building, New York",805 3rd Ave,90
11480,abaita - kosher dairy eatery,Benny's Kosher Pizza Falafel & Dairy Restaurant,86,"145 East 49th Street, New York",New York,90
11481,Radiance,Ambiance Caribbean Restaurant,68,"208 East 50th Street, New York",New York,90
11482,Smith & Wollensky,The Smith's,86,"797 3rd Avenue, New York","New York, New York",95
11483,La Bellezza Pizza,Pizza,90,"145 East 49th Street, New York",New York,90
11484,Land of Plenty,C&L Of East Ocean Restaurant,86,"204 East 58th Street, New York",New York,90
11485,Bloom's Tavern,Theresa's Polish American Restaurant,86,"208 East 58th Street, New York",New York,90
11486,Areppas,Arte,68,"954 3rd Avenue, New York","New York, New York",95
11487,Chola,Foodtown of St. Nicholas Ave,90,"232 East 58th Street, New York",New York,90
11488,Club A Steakhouse,a taberna Portuguese restaurant,86,"240 East 58th Street, New York",New York,90
11489,Daikanyama,Jian,68,"988 3rd Avenue, New York","New York, New York",95
11490,Felidia,Diana Deli Food Center,74,"243 East 58th Street, New York",New York,90
11491,Daikanyama,Jian,68,"1000 3rd Ave between lexington and 3rd ave, East 59th Street, New York",1000 3rd Ave,90
11492,Amata,ATA,90,"209 East 56th Street # 1, New York",New York,90
11493,Tina's Cuban Cuisine,Tina's Cuban Cuisine,100,"940 3rd Avenue, New York","New York, New York",95
11494,Midtown East Pizza,Pizza,90,"226 East 57th Street, New York",New York,90
11495,Muscle Maker Grill,Golden Krust Caribbean Bakery and Grill,86,"1099 2nd Avenue, New York","New York, New York",95
11496,Lin's gourmet,Theresa's Polish American Restaurant,86,"1097 2nd Avenue, New York","New York, New York",95
11497,Jasmine Restaurant,Jasmine Restaurant,100,"216 East 49th Street, New York",216 East,90
11498,Barolo East,C&L Of East Ocean Restaurant,86,"214 East 49th Street, New York",New York,90
11499,Cafetería,Clifford Chance Cafeteria-Restaurant Associates,79,New York,New York,100
11500,Bukhara Grill: Indian Spice Rave,Bukhara,90,"217 East 49th Street, New York",New York,90
11501,Tacos y Quesadillas (Food Truck),Food Truck,90,"198 East 47th Street, New York",New York,90
11502,Tony Dragon's Grille,Theresa's Polish American Restaurant,86,"200-298 East 47th Street, New York",New York,90
11503,Barnea Bistro,Luna Asian Bistro and Japanese Rooftop Restaurant 日本料理,86,"211 East 46th Street, New York",New York,90
11504,Jef Chinese,King Chinese Restaurant,86,"913 2nd Avenue, New York","New York, New York",95
11505,Manhattan Espresso Cafe,Cafe 47,86,"146 East 49th Street, New York",New York,90
11506,Angeletto,Canaletto,78,"890 2nd Avenue, New York","New York, New York",95
11507,La Esquina - UES,La Strada Pizzeria & Restaurant,86,"1402 2nd Avenue, New York","New York, New York",95
11508,Mission Ceviche - Restaurant & Bar,Restaurant,90,"1400 2nd Avenue, New York","New York, New York",95
11509,Little Vincent's Pizza,Pizza,90,"1399 2nd Avenue, New York","New York, New York",95
11510,Javelina,Li Li,86,"1395 2nd Avenue, New York","New York, New York",95
11511,rangoli exqusite indian cusine,C B Finger Licking Jamaican and West Indian Restaurant,86,"1393A 2nd Avenue, New York","New York, New York",95
11512,Sushi Gama,Sushi Yama,90,"1403 2nd Avenue, New York","New York, New York",95
11513,Persepolis,Li Li,86,"1407 2nd Avenue, New York","New York, New York",95
11514,Effy's Kitchen,Theresa's Polish American Restaurant,86,"1393B 2nd Avenue, New York","New York, New York",95
11515,Bohemian Spirit,Bohemian Spirit Restaurant,90,"321 East 73rd Street, New York",New York,90
11516,Up Thai,Mekong Thai & Vietnamese Restaurant,86,"1411 2nd Avenue, New York","New York, New York",95
11517,Six Happiness,Six Happiness,100,"1413 2nd Avenue, New York","New York, New York",95
11518,Bigoi Venezia,Venezia Pizza Restaurant,86,"1415 2nd Avenue, New York","New York, New York",95
11519,A la Turka,A La Turka,100,"1417 2nd Avenue, New York","New York, New York",95
11520,Shanghai,Shanghai,100,"1388 2nd Avenue #1, New York",88 2nd Ave,90
11521,Zucchero e Pomodori,North E stern chinese flavor restaurant,86,"1435 2nd Avenue, New York","New York, New York",95
11522,SAS Deli and Grocery,Deli & Grocery,95,"1371 1st Avenue, New York","New York, New York",95
11523,Cafe Evergreen,Stars Cafe & Restaurant,86,"1367 1st Avenue, New York","New York, New York",95
11524,Two Lizards Mexican Bar and Grill,Two Lizards Mexican Bar & Grill,95,"1365 1st Avenue, New York","New York, New York",95
11525,Finestra,Finestra Restaurant,90,"1370 York Avenue, New York","New York, New York",95
11526,Sushi Ishikawa,Ginpachi Sushi Restaurant,86,"419 East 74th Street, New York",New York,90
11527,76 Gourmet,China Gourmet Chinese Restaurant,86,"1448 1st Avenue, New York","New York, New York",95
11528,Namaste,Namaste Restaurant and Cafe,90,"1448 1st Avenue, New York","New York, New York",95
11529,Inès,Cousins Deli Restaurant,90,"419 East 74th Street, New York",New York,90
11530,2nd Ave Deli,Deli,90,"1442 1st Avenue, New York","New York, New York",95
11531,Gourmandises de France,La Roja de Todos Restaurant & Bakery,86,"1437 1st Avenue, New York","New York, New York",95
11532,Good Health Cafe,Cafe 47,86,"1435 1st Avenue, New York","New York, New York",95
11533,Spice (Upper East Side),Spice,90,"1479 1st Avenue, New York","New York, New York",95
11534,Campagnola,"Campagnola Restaurant 1382 1St Ave, New York, Ny 10021",90,"1382 1st Avenue, New York","New York, New York",95
11535,Crusty & Tasty,Crusty & Tasty Deli,95,"1323 2nd Avenue, New York","New York, New York",95
11536,5 Napkin Burger,Ginny's $5 To $9 Restaurant,86,"1325 2nd Avenue, New York","New York, New York",95
11537,Vivi bubble tea,Bidonville Coffee and Tea,86,"1324 2nd Avenue, New York","New York, New York",95
11538,Ko Sushi,Ko Sushi,100,"1329 2nd Avenue, New York","New York, New York",95
11539,Beach Cafe,Bea,90,"1326 2nd Avenue, New York","New York, New York",95
11540,Bottega,Bottega,100,"1331 2nd Avenue, New York","New York, New York",95
11541,Jean Claude 2,Jean Claude II,89,"1343 2nd Avenue, New York","New York, New York",95
11542,Afghan Kebab House,Hunan House Chinese Restaurant,86,"1345 2nd Avenue #5224, New York",New York,90
11543,Il Divo,Il Miglio Pizza & Italian Restaurant,86,"1347, 2nd Av at, East 71st Street, New York",New York,90
11544,Grace's Marketplace,Theresa's Polish American Restaurant,86,"1299 2nd Avenue, New York","New York, New York",95
11545,Grace's Trattoria,Theresa's Polish American Restaurant,86,"1299 2nd Avenue, New York","New York, New York",95
11546,Hui Restaurant and Bar,Hui Restaurant & Bar,95,"314 East 70th Street, New York",New York,90
11547,1175 Third Avenue,1175 Altagracia Restaurant,86,"1175-1185 3rd Avenue, New York",New York,90
11548,Jardino,Jardino,100,"1159 3rd Avenue, New York","New York, New York",95
11549,America's Cafe & Grill,Theresa's Polish American Restaurant,86,"1159 3rd Avenue #6067, New York",1159 3rd Ave,90
11550,B&B Steakhouse,C B Finger Licking Jamaican and West Indian Restaurant,86,"333 East 60th Street, New York",St 6,90
11551,Primal Cut Steakhouse,Boca Juniors Argentine Steakhouse,86,"333 East 60th Street, New York",St 6,90
11552,Sweet Fish Sushi & Ramen,Fish,90,"1161 2nd Avenue, New York","New York, New York",95
11553,Cozy Corner T2,Roti Corner Restaurant,86,"1161 2nd Avenue, New York","New York, New York",95
11554,Wing Bistro,Wing xin chinese restaurant,86,"1109 1st Avenue, New York","New York, New York",95
11555,One Lenox,One & One,95,"1113 1st Avenue, New York","New York, New York",95
11556,Atami Japanese Fusion,ATA,90,"1167 2nd Avenue, New York","New York, New York",95
11557,Quantum Leap,Piquant,74,"1103 1st Avenue, New York","New York, New York",95
11558,Tiella,Graziella Pizza & Restaurant,75,"1109 1st Avenue, New York","New York, New York",95
11559,Luscious Thai,Mekong Thai & Vietnamese Restaurant,86,"1099 1st Avenue Ground Fl, New York",99 1st Ave,90
11560,La Crosta,La Crosta Restaurant & Gourmet Pizzeria,90,"436 East 72nd Street, New York",New York,90
11561,Malaga Restaurant,Magna Restaurant,91,"406 East 73rd Street # 1, New York",New York,90
11562,Oda House,Hunan House Chinese Restaurant,86,"406 East 73rd Street, New York",New York,90
11563,Nino's Restaurant,Gino's Restaurant,94,"1354 1st Avenue, New York","New York, New York",95
11564,Sushi Sasabune,Ginpachi Sushi Restaurant,86,"401 East 73rd Street, New York",New York,90
11565,Petaluma,Petaluma,100,"1356 1st Avenue, New York","New York, New York",95
11566,Delizia 73,Delizia 73 Ristorante & Pizza,90,"1374 1st Avenue, New York","New York, New York",95
11567,Bombay Chowk,Bombay's Indian Restaurant,86,"1378 1st Avenue (Bet 73 &, East 74th Street, New York",New York,90
11568,Finnegan's Wake,Theresa's Polish American Restaurant,86,"1361 1st Avenue, New York","New York, New York",95
11569,Numero 28,Hee Win Lai / Delight 28,86,"1431 1st Avenue, New York","New York, New York",95
11570,Fish Market Restaurant Elomda,Restaurant,90,"33-12 28th Avenue, Astoria",8th Ave.,90
11571,Favela Grill,Favela Grill,100,"33-18 28th Avenue, Astoria",33-18 28th Ave,90
11572,Off the Hook,The Golden Glass Restaurant,86,"28-08 34th Street, Astoria",Street,90
11573,1 Degree UP,Lucky 1 Chinese Restaurant,86,"30-07 Newtown Avenue, Astoria",29-30  A Union St,86
11574,Mela Pizza,Pizza Pizza,95,"31-01 Newtown Avenue, Astoria",10015 Astoria Blvd,86
11575,Katch Astoria,Astoria Restaurant Supply Store,86,"31-19 Newtown Avenue, Astoria",25-19 Parsons Blvd,86
11576,Decoy,Delico,73,"downstairs, 529-1/2 Hudson Street, New York",New York,90
11577,Belle Harlem,El Nuevo Harlem Restaurant,86,"2363 Adam Clayton Powell Junior Boulevard, New York",New York,90
11578,Kung Fu Little Steamed Buns Ramen,Fu Man Lou Restaurant,86,"146 East 55th Street, New York",New York,90
11579,Chickpea,Chickpea & Olive @ The Food Box,90,"601 Lexington Avenue, New York",New York,90
11580,Market Cafe,Stars Cafe & Restaurant,86,"601 Lexington Avenue, New York",New York,90
11581,Teppen Ramen,ACME,68,"159 East 55th Street, New York",New York,90
11582,Glaze Teriyaki,teriyaki guys food truck,86,"643 Lexington Avenue, New York",New York,90
11583,Midtown,Slattery's Midtown Pub,90,"155 East 55th Street, New York",New York,90
11584,Darbar Grill,Golden Krust Caribbean Bakery and Grill,86,"157 East 55th Street, New York",New York,90
11585,King Jade Garden,Jade Garden,95,"141 East 55th Street, New York",New York,90
11586,Crab House - Seafood all you can eat,1818 Seafood Restaurant,86,"135 East 55th Street, New York",New York,90
11587,Ako,Ako,100,"920 3rd Avenue, New York","New York, New York",95
11588,Jamba,Latty's Jamaican Restaurant,72,"1 Penn Station, Amtrak Level, New York",New York,90
11589,Moe's Southwest Grill,Theresa's Polish American Restaurant,86,"1 Penn Plaza (LIRR Level, New York",New York,90
11590,Casa Nonna,Casa,90,"4 Pennsylvania Plaza, New York",New York,90
11591,Pizzeria Dell'Orto,La Strada Pizzeria & Restaurant,86,"4 Pennsylvania Plaza, New York",New York,90
11592,Sushi,Sushi Q,95,"4 Pennsylvania Plaza, New York",New York,90
11593,Healthy At The Garden,Garden 13 Dairy Restaurant and Pizza,86,"4 Pennsylvania Plaza, New York",New York,90
11594,Lobster Shrimp Roll by Aquagrill,Lobster Box,86,"4 Pennsylvania Plaza, New York",New York,90
11595,Just Pho,SAPA Pho Vietnamese Restaurant,86,"252 West 31st Street, New York",New York,90
11596,Daily Burger,Go Burger by BLT restaurants Group,86,"4 Pennsylvania Plaza, New York",New York,90
11597,Club Bar & Grill,El Morro Restaurant & Bar,86,"4 Pennsylvania Plaza, New York",New York,90
11598,Garden Market,Food Garden Market,95,"4 Pennsylvania Plaza, New York",New York,90
11599,Local NYC,The NYC Bull - Restaurant & Rotisserie,86,"West 33rd Street, New York","New York, New York",95
11600,NY Pizza Suprema,Pizza Pizza,95,"413 8th Avenue, New York","New York, New York",95
11601,Famous Amadeus Pizza,Pizza,90,"408 8th Avenue, New York","New York, New York",95
11602,Taboo Lounge,Bamboo Lounge,88,"406 8th Avenue, New York","New York, New York",95
11603,Purple Rice Korean Kitchen,Bonjuk Korean Traditional Porridge Restaurant,86,"263 West 30th Street, New York",New York,90
11604,Riko Chelsea,Sea,90,"409 8th Avenue, New York","New York, New York",95
11605,Oriental,Oriental Restaurant,90,"409 8th Avenue, New York","New York, New York",95
11606,Barnacho,El Catracho Restaurant,68,"920 2nd Avenue, New York","New York, New York",95
11607,La Vera,La Vera Pizza,90,"922 2nd Avenue #1504, New York",New York,90
11608,Château 49,Win 49 Japanese Restaurant,86,"924 2nd Avenue, New York","New York, New York",95
11609,Jackson Hole,Jackson Hole,100,"69-35 Astoria Boulevard North, Queens",10015 Astoria Blvd,86
11610,minar,Minar Indian Restaurant,90,"23-93 48th Street, Long Island City",48th Street,90
11611,San Aroy Thai Kitchen,Mekong Thai & Vietnamese Restaurant,86,"29-06 23rd Avenue, Queens",3rd Ave.,90
11612,Kumo Japanese Restaurant,Umi Japanese Restaurant,94,"37-18 Ditmars Boulevard, Queens",147-18 Northern Blvd,86
11613,Oishii Sushi,Oyishi Sushi,92,"37-04 Ditmars Boulevard, Queens",37-10 114th St,86
11614,Alba's,Alba's Pizza & Restaurant,90,"36-20 Ditmars Boulevard, Astoria",144-20,86
11615,Uncle Jack's Meat House,Theresa's Polish American Restaurant,86,"36-18 Ditmars Boulevard, Queens",147-18 Northern Blvd,86
11616,Buon Appetit,Bon Appetit,96,"3612 Ditmars Boulevard, Astoria",10015 Astoria Blvd,86
11617,The Pomeroy,The Golden Glass Restaurant,86,"36-12 Ditmars Boulevard, Astoria",152-12 Northern Blvd,86
11618,Tufino Pizzeria,La Strada Pizzeria & Restaurant,86,"36-08 Ditmars Boulevard, Astoria",10015 Astoria Blvd,86
11619,Aji Sushi House,Ginpachi Sushi Restaurant,86,"36-06 Ditmars Boulevard, Queens",13861 Queens Blvd,86
11620,Queen’s Room,Queen,90,"3602 Ditmars Boulevard, Queens",13861 Queens Blvd,86
11621,ViVi Bubble Tea,Bidonville Coffee and Tea,86,"3516 Ditmars Boulevard, Astoria",10015 Astoria Blvd,86
11622,The Thirsty Koala,The Golden Glass Restaurant,86,"35-12 Ditmars Boulevard between 35th and, 36th Avenue",Cristofordo Columbo Boulevard,86
11623,Bento Sushi,Ginpachi Sushi Restaurant,86,"Room 471.005, Jamaica","207-13 Jamaica Ave, Queens, NY 11428",86
11624,Mi Casa,Mi Casa Bar & Restaurant,90,"Terminal 4, Gate B23, Queens",13861 Queens Blvd,86
11625,Jet Box,Sammy's Fish Box Restaurant,86,Jamaica,196 23 Jamaica Avenue,90
11626,Five Borough Food Hall,Sunshine Restaurant Food & Catering Inc,86,"Terminal 4, Jamaica","207-13 Jamaica Ave, Queens, NY 11428",86
11627,Le Grand Comptoir,Le Banquet,86,"Terminal 4, Jamaica","207-13 Jamaica Ave, Queens, NY 11428",86
11628,Caviar House & Prunier Seafood Bar,Food Bar,90,Jamaica,196 23 Jamaica Avenue,90
11629,Asobu,Williamsburg Pizza,72,"JFK Access Road, Jamaica","207-13 Jamaica Ave, Queens, NY 11428",86
11630,Fresh Italian Pasta,Ambrosia Italian and Albanian Restaurant,86,"4 Central Terminal Area, Jamaica",196 23 Jamaica Avenue,86
11631,O'Neal,O'Neals'/Lincoln Center Restaurant,90,Jamaica,196 23 Jamaica Avenue,90
11632,Brooklyn Deli,Brooklyn Deli,100,"107-11 Van Wyck Expressway, Jamaica",40-11 150th St,86
11633,437 Manhattan Delicatessen,'Essen,90,"437 Manhattan Avenue, New York",New York,90
11634,Lido Harlem Restaurant,Lido Restaurant,95,"2168 Frederick Douglass Boulevard, New York",New York,90
11635,Harlem Burger Co.,Hyco Restaurant Supply Co,86,"2190 Frederick Douglass Boulevard, New York",New York,90
11636,Mess Hall,Zaffran Party Hall & restaurant,86,"2194 Frederick Douglass Boulevard, New York",New York,90
11637,Les Ambassades,Les Ambassades Bar & Restaurant,90,"2200 Frederick Douglass Boulevard, New York",New York,90
11638,VINATERÍA,Dominicano Internacional Restaurant,68,"2211 Frederick Douglass Boulevard, New York",New York,90
11639,Chocolat,Chocolat Restaurant & Bar,90,"2223 Frederick Douglass Boulevard, New York",New York,90
11640,Dunkin’ Donuts,Dunkin',90,"2264 Frederick Douglass Boulevard, New York",New York,90
11641,Angel of Harlem,C&L Of East Ocean Restaurant,86,"2272 Frederick Douglass Boulevard, New York",New York,90
11642,Moca Bar and Lounge,Ambrosia Italian and Albanian Restaurant,86,"2210 Frederick Douglass Boulevard, New York",New York,90
11643,The Cecil Steakhouse,The Loft BKNY Restaurant & Lounge,86,"210 West 118th Street, New York",New York,90
11644,B2 Harlem,El Nuevo Harlem Restaurant,86,"271 West 119th Street, New York",119th St,90
11645,La Diagonal Agaveria,La Strada Pizzeria & Restaurant,86,"185 Saint Nicholas Avenue, New York",New York,90
11646,Freddy's Soul,"Freddy's Soul Caribbean Restaurant, Inc.",90,"1980 Adam Clayton Powell Junior Boulevard, New York",New York,90
