,name,place_id,rating,types,user_ratings_total,price_level,vicinity,Latitude,Longitude,Borough,Neighborhood
7487,123BSB,ChIJYcZZnQv3wokRK8NfQzsnIPY,4.5,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",117.0,,"712 West 125th Street, New York",40.8181571,-73.9608423,Manhattan,Manhattanville
7488,Dinosaur Bar-B-Que,ChIJpcanZ0L2wokRoWs8p9gEJcM,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",4574.0,2.0,"700 West 125th Street, New York",40.8180137,-73.96084509999999,Manhattan,Manhattanville
7489,Harlem's Floridita,ChIJ9UGrQkL2wokRt6KbSAdN1Mw,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",476.0,2.0,"2276 12th Avenue, New York",40.817998,-73.960982,Manhattan,Manhattanville
7490,Dear Mama Coffee,ChIJY2hG7Uv3wokRBkKxepeLnfs,4.8,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",34.0,,"611 West 129th Street, New York",40.81673689999999,-73.95860640000002,Manhattan,Manhattanville
7491,The Expat,ChIJ-VhG3uH3wokRfYkcXWjtglw,4.7,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",117.0,,"64 Tiemann Place, New York",40.81551,-73.960078,Manhattan,Morningside Heights
7492,Bus Stop Diner,ChIJ1-1nIGb2wokRGkbd6xcyibc,4.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",462.0,1.0,"3341 Broadway, New York",40.8203471,-73.95522749999998,Manhattan,Manhattanville
7493,Wallys Deli,ChIJpe5wH2b2wokRjzJ4fQjAyiQ,3.3,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",50.0,,"3345 Broadway, New York",40.8204613,-73.9551772,Manhattan,Manhattanville
7494,Jin Ramen / Kissaten,ChIJCZKyBGr2wokRLQML4_ApE-Q,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",49.0,,"3187 Broadway, New York",40.8154715,-73.95878809999998,Manhattan,Morningside Heights
7495,Jin Ramen West Harlem,ChIJSQm0BGr2wokRMlxPSzeSl2g,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",995.0,2.0,"3183 Broadway, New York",40.8154135,-73.95887619999998,Manhattan,Morningside Heights
7496,Crown Fried Chicken,ChIJnb-cGGb2wokRFzG-8Ej8AJE,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",57.0,1.0,"3351 Broadway, New York",40.82066500000001,-73.9550683,Manhattan,Manhattanville
7497,Go! Go! Curry Harlem,ChIJ5XS2IGr2wokRdTbYbSSBcwU,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",162.0,1.0,"567 West 125th Street, New York",40.8155334,-73.95787279999998,Manhattan,Manhattanville
7498,Subway,ChIJp1L0GGr2wokRQlDHynMPZH4,4.3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",80.0,1.0,"578 West 125th Street, New York",40.8152765,-73.9582307,Manhattan,Morningside Heights
7499,Lincoln Fried Chicken,ChIJuZ5DGGr2wokRj0cKJVsxVvE,3.9,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",81.0,1.0,"576 West 125th Street, New York",40.815256700000006,-73.95813790000003,Manhattan,Morningside Heights
7500,Mofongo del Valle,ChIJr47DHWb2wokRetdBCRsqLtY,3.8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",184.0,1.0,"3340 Broadway, New York",40.8202506,-73.9545928,Manhattan,Manhattanville
